sequence,segment,bitrate_kbps,duration_s,size_bytes,psnr_y_db,source_file,sha256
elephants_dream,0,1000,1,109864,26.744437,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0000.266,56dd4c9c529b2c17d1c8fe4da02846a6ff50ba9e49fe776df670017f477cacbc
elephants_dream,0,2000,1,232419,29.165887,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0000.266,3d7610bd205d1f3b45acb2d90e7cf5173920d995eaab6d3250f8c11c1ba4a766
elephants_dream,0,4000,1,483621,31.561891,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0000.266,9e6ae145d334314cb30f7096b4c5830ad6ec697e202ee8aac1b3ac78631cb086
elephants_dream,0,8000,1,905039,33.934310,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0000.266,bf417fb509531c98e49e72dd60e23be93267f8436cee3df80b81c11edbcef5e4
elephants_dream,1,1000,1,109789,30.272959,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0001.266,53975ceed85fff97c0b552b2e9e1c578c73e7bb88d8951e016d033579c302224
elephants_dream,1,2000,1,221553,32.760900,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0001.266,ba0d0475d473deca1cd6aa0881e515b6cc40fe8a28ff2be63189c8f319755752
elephants_dream,1,4000,1,418945,35.132081,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0001.266,c73413df501bf45576ed777c978ddbbbb708af5a6e2c8ccaa000b0b1ea41d711
elephants_dream,1,8000,1,775166,37.497252,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0001.266,b6513bf4c6f358fea25f8960b4aff2535553a9618c211f512d236af2c724c4f3
elephants_dream,2,1000,1,109959,29.384918,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0002.266,1bcc1c2cc61fb102c6f2af3ea81ed4c7a583d6fd258ffe8c2cd0a4c8eeed9367
elephants_dream,2,2000,1,221074,31.769649,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0002.266,ba4ebdb5035b160cc0d6e04afda0f14673fd3931df54d1f75f9a835a1f73fd08
elephants_dream,2,4000,1,437740,34.306556,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0002.266,522035c5bf16604bf6f433d5bd97778c6f231d3291e7741895105c4c899ec399
elephants_dream,2,8000,1,784030,36.659103,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0002.266,dfa25ca5308a22bda5d16034c8b32346079e437bf0f549f24fa44d32358010a0
elephants_dream,3,1000,1,115283,29.745322,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0003.266,0af3c76750160faf88f9592c0cc303bc1324eb7a43aa9b430161692605320490
elephants_dream,3,2000,1,221397,32.090379,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0003.266,18ce84921b05d2d1ddcfbdcb759b331f069b327abd49e55efdc79363ab3a4841
elephants_dream,3,4000,1,425658,34.468348,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0003.266,2c67ab4430caffc8cc67d7f0c5eab78ec337ff0e29b3b19d0cd7f2cba970beca
elephants_dream,3,8000,1,772786,36.815779,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0003.266,b56ca0d67d01c75e94dbad48915af59de43a092a63b55a6c87065a27f5e1d64d
elephants_dream,4,1000,1,107798,29.464733,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0004.266,8d69bfbf957def4d1a8b5646abc52716767834e522e9029b5313c98032280b3e
elephants_dream,4,2000,1,225922,31.933621,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0004.266,89830d6bb8caa4d5fffb0b14b98848616b6e1137b9a990cab7670cae827f888e
elephants_dream,4,4000,1,439249,34.291517,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0004.266,22e958f2816fe75d5892593947bf9f7980701eb6b11a02d07975ab10ba34d7b3
elephants_dream,4,8000,1,811372,36.769855,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0004.266,84f815556c41240e29d8e9915ee5e7c09753a0f8c93559c336dded02e63da9ee
elephants_dream,5,1000,1,110207,29.039062,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0005.266,c4a86926e3d045beecc92e16512abb0c27e48738eef3f2496a85f6c5ed3d71e1
elephants_dream,5,2000,1,224083,31.388892,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0005.266,715de9d95f1d2ce7054cf7afacffb0eb7a4cbcf29b5182b30d849c388ecfb109
elephants_dream,5,4000,1,430317,33.802805,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0005.266,da9de79878bdef2d2097ff3625491d5fd50f952f4c156eb499c2a9c447107ccf
elephants_dream,5,8000,1,790957,36.235592,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0005.266,f4d256fc0468c089f34416cc0e6abfe265176d4cad2598e74632fc2f60a84fd5
elephants_dream,6,1000,1,111141,29.493490,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0006.266,66eef10fcb2de26cbc309a9274c31fd9512722d8cd4f5e4f595f71fe31024338
elephants_dream,6,2000,1,236294,31.969801,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0006.266,0e306ee7c91715f7c9a1f355f3cbb643b5df7f3c710c27115ede7e8897bed0d0
elephants_dream,6,4000,1,462746,34.359420,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0006.266,7e3e1a9a64db288e41576d277642b28e62e2e40c9c6edab0f8038e19c3a80834
elephants_dream,6,8000,1,837157,36.651854,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0006.266,c09f5fb396dd1fec3e295716e7fa71c55d354ac77311637b68429701cb47fa81
elephants_dream,7,1000,1,104457,26.858439,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0007.266,b91465c32989eb0062486acecaca2599b93ff7eea03608c6c525c982020753df
elephants_dream,7,2000,1,233338,28.981076,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0007.266,f5f67663d0082969eadca7c030e6ca01f1c368b3e9c274402017275ee5f323fe
elephants_dream,7,4000,1,472489,31.128105,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0007.266,d1db4f0b706538fd0856221867f754bf584b39ae1dbf448496c8518fce5bc181
elephants_dream,7,8000,1,925008,33.537817,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0007.266,40047da9fa65595b8ea2e4fe4133dd12a4e91b4f858983f935917ea6197f1589
elephants_dream,8,1000,1,110611,27.274653,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0008.266,c8d1c1745aecf751d7b9ca2c0c107c7d87d91b094b11369ac264a88f9515dcc9
elephants_dream,8,2000,1,255566,29.369603,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0008.266,74a0c17974761c0409f7a8a8125cd76ddcf0db454c86c23b2bb7921f0df80377
elephants_dream,8,4000,1,521647,31.436518,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0008.266,a2d9c408863bf9ef4dc3ac2e074dc55d6e71a7d6d6a8d4a1b1b2417a84111e34
elephants_dream,8,8000,1,1023357,33.651446,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0008.266,a0d4aaa24f696a68038c3fa3bf3f8ddfa3259c35040b82efe6a9a9930c103dcd
elephants_dream,9,1000,1,113324,26.665326,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0009.266,7f9a3f50891d7cd8545e49793877786b8b01d8e1e3dcdb44e60753beb12fda06
elephants_dream,9,2000,1,257456,28.577976,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0009.266,68d04434383a840ef9035a94f5e6b9071e29af45fb77c98ba6cd175a7f1969fb
elephants_dream,9,4000,1,514480,30.453590,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0009.266,b29c09c89904532db0f275016d6621b38c98d042e654e58bde62557c17e61f0c
elephants_dream,9,8000,1,1040287,32.802655,../encoded/full/elephants_dream/bitrate_008000kbps/segment_0009.266,996776fe592c35b40c90b81ea75bee04c0dd267cfdd4ab7e305cea9885a48cdb
elephants_dream,10,1000,1,108647,27.138782,../encoded/full/elephants_dream/bitrate_001000kbps/segment_0010.266,ac6daa37d615a755a79068da99dddabc56ad07fc9f7b2ce7007fbbdaf0c98caf
elephants_dream,10,2000,1,252500,29.418202,../encoded/full/elephants_dream/bitrate_002000kbps/segment_0010.266,6b82f9de99171a258b7f517a7d498e686e829c339930a185dd4fb4069876361e
elephants_dream,10,4000,1,498198,31.409674,../encoded/full/elephants_dream/bitrate_004000kbps/segment_0010.266,84384b17d000777bd3e4eeffe4e69e81aabf86fdad03cc90bf6bb3cdb70b8fea
